#config f cx cy
413 376 240
#image x y z h
63 153 26 282 107
64 155 -20 286 101
64 155 -6 285 102
64 151 20 283 105
65 154 -20 184 1
65 153 -13 181 1
66 148 -38 287 104
66 148 -20 286 103
66 154 -23 286 104
66 146 -20 286 103
66 152 19 283 103
67 145 -41 287 103
67 153 -40 287 103
67 153 -23 286 105
67 153 19 283 108
67 158 92 278 104
67 158 94 277 103
67 155 91 277 117
68 155 -35 186 1
68 132 -14 168 1
68 152 26 174 2
68 154 92 174 1
68 157 92 174 1
68 158 92 174 1
68 154 95 174 1
68 158 94 174 1
69 158 93 174 1
69 158 95 174 1
71 146 -49 182 1
71 154 13 181 1
71 153 19 180 1
72 148 -20 286 108
72 152 20 283 104
72 154 93 277 103
72 157 92 277 103
72 158 92 278 104
72 154 95 277 103
72 158 95 277 103
74 154 27 282 107
74 149 28 282 107
74 151 29 282 107
75 -16 -84 289 138
75 159 92 278 104
75 159 94 277 103
75 162 97 277 104
76 -12 -34 285 140
77 -1 18 281 147
78 154 -28 287 102
78 154 -20 286 104
78 1 75 277 142
79 149 -19 176 1
82 148 -47 175 1
82 150 -23 176 1
82 152 26 174 1
83 159 86 174 1
83 159 90 174 1
83 159 95 174 1
84 150 -20 286 108
84 159 92 278 104
84 161 92 278 104
84 163 93 277 103
84 159 95 277 103
84 163 95 277 103
85 153 19 175 1
85 151 85 165 1
86 153 13 182 1
86 152 26 174 1
87 154 20 283 106
88 150 -42 287 103
88 155 -28 287 102
88 154 -13 286 103
88 155 14 283 99
88 152 21 283 104
89 150 -20 286 109
90 153 -24 181 1
90 154 20 177 1
91 155 -36 287 102
91 153 -23 286 104
91 154 96 277 107
92 158 87 278 104
92 158 90 278 104
92 158 94 277 103
93 152 26 174 1
93 158 87 174 1
94 -7 -123 292 77
94 3 -118 292 76
94 154 -39 287 102
94 154 -35 287 102
94 152 -23 286 106
95 0 -107 291 100
95 75 -118 293 86
95 67 -105 291 84
95 152 84 278 107
95 157 85 278 106
95 155 95 277 103
95 158 94 277 103
96 5 -89 290 131
96 58 -105 291 105
96 67 -81 289 83
96 158 96 277 104
97 60 -88 290 133
97 9 -65 288 129
97 63 -61 288 88
97 66 -56 288 88
97 1 -32 285 71
98 65 -67 288 127
98 10 -42 286 122
98 153 85 278 105
98 156 86 278 105
98 154 95 277 103
99 69 -46 287 129
99 66 -41 286 125
99 143 -41 287 105
99 13 -20 284 122
100 154 -38 287 102
100 73 -23 285 122
100 154 -24 286 102
100 66 -16 285 121
100 24 -7 283 111
100 15 4 282 119
100 66 12 283 85
101 74 0 169 1
101 64 8 166 1
101 64 8 166 1
101 156 17 177 1
101 15 28 153 1
101 64 34 193 1
102 153 19 283 109
102 73 34 281 126
102 17 51 279 126
103 152 26 282 108
103 72 56 279 123
103 24 73 277 123
103 18 75 277 123
104 150 -42 287 101
104 153 -43 288 102
104 154 -42 287 101
104 155 -39 287 101
104 151 -28 287 101
104 155 -28 287 102
104 21 92 276 110
104 75 82 277 130
104 156 97 277 104
105 26 107 275 78
105 20 112 274 77
105 87 94 276 107
106 150 -43 288 102
106 153 -43 288 102
106 154 -43 288 102
106 155 -38 287 101
106 155 -32 287 101
106 151 -28 287 101
106 153 -28 287 101
106 155 -28 287 101
106 154 92 277 104
106 158 93 277 111
107 150 -43 288 102
107 153 -43 288 102
107 154 -43 288 102
107 155 -39 287 101
107 151 -28 287 101
107 155 -28 287 102
107 154 93 277 103
107 157 92 277 103
107 159 92 278 104
107 155 95 277 103
107 159 95 277 103
108 152 26 282 108
109 152 25 282 108
109 154 86 278 104
109 156 86 278 104
109 154 90 277 103
109 154 95 277 103
110 100 -113 293 94
110 116 -112 292 95
110 153 25 282 108
110 155 85 278 118
110 155 88 277 117
111 101 -104 292 107
111 153 26 282 108
111 155 86 278 118
112 -51 -106 290 99
112 56 -112 292 93
112 103 -92 291 126
112 124 -73 290 102
112 153 25 282 108
112 158 92 278 104
112 155 87 278 117
112 158 94 277 103
112 155 89 277 116
113 -46 -94 289 119
113 55 -100 291 113
113 103 -82 290 143
113 -50 -85 289 116
113 64 -84 290 92
113 114 -53 288 96
113 158 92 278 104
113 158 94 277 103
114 -99 -118 291 83
114 62 -96 291 119
114 -54 -71 287 118
114 104 -67 289 139
114 -58 -71 287 118
114 79 -74 289 92
114 121 -45 287 96
114 152 25 282 108
114 158 92 278 104
114 155 87 278 117
114 158 94 277 103
114 155 89 277 116
115 56 -83 290 142
115 -97 -99 289 101
115 107 -51 288 138
115 106 -51 288 138
115 -51 -46 286 119
115 158 92 278 104
115 155 87 278 117
115 158 94 277 103
115 155 89 277 116
116 -89 -94 289 123
116 114 -119 293 82
116 122 -116 293 90
116 55 -67 288 136
116 57 -67 288 136
116 107 -34 286 137
116 -39 -23 284 119
116 158 92 278 104
116 155 85 278 117
116 158 94 277 103
117 -74 -84 288 136
117 115 -108 292 100
117 -76 -74 288 137
117 58 -48 287 141
117 -84 -49 286 90
117 107 -17 285 135
117 -38 2 282 120
117 158 92 278 104
117 155 86 278 118
117 158 94 277 103
118 -49 -113 291 90
118 109 -100 291 113
118 123 -100 292 116
118 -71 -53 286 133
118 67 -33 286 134
118 57 -28 286 132
118 -74 -25 284 95
118 107 -1 284 139
118 -17 8 282 96
118 150 21 283 105
118 -33 29 280 116
118 156 86 278 116
118 157 97 277 104
118 156 90 277 115
119 100 -91 291 129
119 -40 -98 290 90
119 -37 -98 290 90
119 -34 -98 290 90
119 -41 -98 290 90
119 -65 -32 284 132
119 60 -22 285 128
119 59 -12 284 132
119 -73 -14 283 96
119 110 10 283 141
119 -16 30 280 96
119 116 39 281 101
119 -28 48 279 115
119 155 86 278 118
119 157 97 277 104
120 36 -121 292 83
120 56 -120 292 79
120 99 -79 290 148
120 65 -115 292 79
120 -32 -76 288 91
120 133 -77 290 110
120 -57 -15 283 131
120 -57 -14 283 131
120 73 -5 284 131
120 62 2 283 135
120 -61 6 282 92
120 124 13 283 110
120 -62 21 280 90
120 114 28 282 135
120 114 28 282 135
120 -16 51 279 94
120 -21 70 277 105
120 158 92 278 104
120 155 86 278 118
120 158 94 277 103
120 155 88 277 117
121 4 -109 291 99
121 56 -113 292 90
121 23 -99 291 95
121 103 -64 289 144
121 -30 -59 287 93
121 -50 6 282 134
121 71 11 283 129
121 61 18 282 133
121 -69 36 280 92
121 -52 33 280 93
121 100 34 281 110
121 120 42 281 139
121 119 43 281 139
121 -4 80 276 90
121 117 74 278 116
121 155 86 278 118
121 -21 90 276 114
121 157 97 277 104
122 9 -102 290 109
122 54 -101 291 111
122 108 -50 288 145
122 -31 -36 285 87
122 153 33 282 108
122 -45 30 280 135
122 -42 30 280 135
122 -42 30 280 135
122 60 37 281 133
122 120 54 280 139
122 -4 103 275 86
122 156 87 278 116
122 -25 103 274 91
122 108 89 277 119
123 21 -92 290 125
123 58 -92 290 125
123 112 -41 287 148
123 111 -39 287 148
123 112 -41 287 148
123 -23 -20 284 91
123 153 25 282 108
123 -40 36 280 114
123 71 45 280 116
123 108 54 280 109
123 57 57 279 138
123 116 70 279 133
123 117 70 279 133
123 156 87 278 116
123 156 90 277 115
124 27 -80 289 146
124 64 -79 289 127
124 110 -23 286 145
124 -16 0 282 88
124 152 26 282 108
124 76 60 279 108
124 -29 58 278 111
124 155 85 278 117
124 57 76 278 139
124 114 82 278 131
125 27 -67 288 148
125 71 -62 288 123
125 67 -61 288 123
125 108 -5 284 145
125 -5 15 281 85
125 -15 24 281 92
125 -10 26 281 92
125 125 87 278 117
125 155 87 278 117
125 -27 85 276 122
125 60 87 277 120
125 121 91 277 115
125 155 89 277 116
126 28 -52 287 147
126 76 -48 287 124
126 106 5 283 147
126 152 33 282 108
126 77 95 276 100
126 117 106 276 80
126 158 92 278 104
126 155 85 278 117
126 -23 98 275 99
126 70 98 276 100
126 158 94 277 103
127 29 -36 286 138
127 29 -36 286 138
127 75 -34 286 126
127 38 -15 284 104
127 124 13 283 115
127 110 26 282 138
127 115 39 281 131
127 -9 65 278 86
127 158 92 278 104
127 156 86 278 116
127 -19 109 274 81
127 158 94 277 103
128 155 -42 287 101
128 154 -36 287 101
128 154 -39 287 101
128 155 -32 287 101
128 30 -20 285 136
128 76 -19 285 124
128 150 -28 287 101
128 153 -28 287 101
128 155 -28 287 101
128 75 -8 284 116
128 113 46 280 142
128 -8 96 275 86
128 155 87 278 117
128 -4 103 275 89
128 157 97 277 104
128 155 89 277 116
129 29 -7 283 136
129 81 -4 284 123
129 78 3 283 120
129 153 33 282 108
129 122 45 281 120
129 111 51 280 123
129 116 58 279 145
129 -2 108 274 74
129 0 108 274 74
129 2 108 274 74
129 155 88 277 117
129 -2 110 274 74
129 2 110 274 74
130 79 6 283 126
130 25 10 282 134
130 74 15 282 126
130 153 26 282 108
130 112 69 279 121
130 115 77 278 140
131 84 19 282 126
131 84 21 282 126
131 24 24 281 137
131 84 23 282 126
131 79 27 282 126
131 155 86 278 117
131 103 86 277 127
132 40 21 282 106
132 153 26 282 108
132 85 36 281 122
132 24 39 280 142
132 80 40 280 124
132 28 68 278 110
132 123 95 277 102
132 156 92 277 103
132 155 85 278 118
133 153 26 282 108
133 90 49 280 125
133 27 54 279 139
133 30 54 279 139
133 33 54 279 139
133 85 57 279 124
133 155 86 278 118
133 157 97 277 104
134 155 -42 287 101
134 155 -36 287 101
134 154 -39 287 101
134 155 -32 287 101
134 150 -28 287 101
134 153 -28 287 101
134 155 -28 287 101
134 153 26 282 108
134 89 62 279 126
134 37 68 278 141
134 83 67 279 130
134 158 92 278 104
134 156 87 278 115
134 32 74 277 142
134 158 94 277 103
134 156 90 277 114
135 155 -43 288 102
135 155 -36 287 101
135 155 -39 287 101
135 155 -32 287 101
135 151 -28 287 101
135 153 -28 287 101
135 155 -28 287 101
135 153 26 282 107
135 158 92 278 104
135 156 86 278 116
135 28 84 276 126
135 36 84 277 127
135 86 84 277 125
135 158 94 277 103
135 156 90 277 115
136 153 26 282 108
136 158 92 278 104
136 155 86 278 118
136 42 93 276 109
136 91 93 276 110
136 158 94 277 103
137 155 -43 288 102
137 154 -36 287 101
137 154 -39 287 101
137 150 -28 287 101
137 155 -28 287 102
137 153 26 282 108
137 102 101 276 90
137 158 92 278 104
137 155 86 278 117
137 62 109 275 84
137 84 106 276 86
137 102 103 276 90
137 158 94 277 103
138 155 -42 287 101
138 154 -36 287 101
138 154 -39 287 101
138 155 -32 287 101
138 150 -28 287 101
138 153 -28 287 101
138 155 -28 287 101
138 153 25 282 108
138 158 92 278 104
138 156 87 278 116
138 158 94 277 103
138 156 90 277 115
139 153 25 282 108
139 158 92 278 104
139 156 86 278 116
139 158 94 277 103
139 156 90 277 115
140 153 25 282 108
140 158 92 278 104
140 155 85 278 118
140 158 94 277 103
141 152 -24 286 106
141 153 26 282 108
141 158 92 278 104
141 156 87 278 116
141 158 94 277 103
142 153 -30 287 104
142 155 87 278 117
142 155 89 277 116
143 155 -42 287 101
143 154 -36 287 101
143 154 -39 287 101
143 155 -28 287 102
143 158 92 278 104
143 159 92 278 104
143 162 93 277 103
143 158 95 277 103
143 162 95 277 103
144 155 -42 287 101
144 154 -36 287 101
144 154 -38 287 101
144 155 -32 287 101
144 150 -28 287 101
144 153 -28 287 101
144 155 -28 287 101
144 159 93 277 103
144 159 95 277 103
145 150 -42 287 101
145 152 -42 287 101
145 154 -43 288 102
145 152 -39 287 101
145 155 -39 287 101
145 155 -32 287 101
145 150 -28 287 101
145 153 -28 287 101
145 155 -28 287 101
145 155 85 278 117
146 153 26 282 107
146 158 92 278 104
146 158 94 277 103
147 150 -42 287 101
147 153 -43 288 102
147 155 -43 288 102
147 153 -39 287 101
147 155 -39 287 101
147 155 -32 287 101
147 150 -28 287 101
147 153 -28 287 101
147 155 -28 287 101
147 153 26 282 108
147 158 92 278 104
147 159 92 278 104
147 162 93 277 103
147 158 94 277 103
147 162 95 277 103
148 153 26 282 108
149 155 -43 288 102
149 154 -36 287 101
149 154 -39 287 101
149 155 -32 287 101
149 150 -28 287 101
149 153 -28 287 101
149 155 -28 287 101
150 150 -49 288 102
150 153 -49 288 102
150 154 -49 288 102
150 155 -45 288 102
150 155 -36 287 101
150 154 -39 287 101
150 150 -28 287 101
150 155 -28 287 102
151 159 91 278 108
151 156 96 277 106
151 159 93 277 107
153 154 -26 286 102
153 154 -24 286 102
153 154 -12 285 102
155 155 -43 288 102
155 155 -38 287 101
155 155 -28 287 102
155 152 20 283 109
155 158 92 278 104
155 158 94 277 103
156 155 14 283 98
156 151 20 283 104
157 153 25 282 108
157 152 26 282 108
157 152 25 282 108
157 153 85 278 106
157 154 95 277 110
157 157 93 277 113
158 153 26 282 108
158 158 92 278 104
158 158 95 277 103
159 155 -43 288 102
159 155 -36 287 101
159 155 -39 287 101
159 155 -32 287 101
159 151 -28 287 101
159 153 -28 287 101
159 155 -28 287 101
159 155 13 283 98
159 152 20 283 103
159 154 86 278 104
159 156 86 278 104
159 158 86 278 104
159 154 90 277 103
159 158 90 278 104
159 154 95 277 103
159 158 94 277 103
160 151 20 283 104
161 155 -43 288 102
161 154 -28 287 102
161 149 -28 287 102
162 154 -49 288 102
162 150 -45 288 102
162 153 -45 288 102
162 154 -45 288 102
162 155 -39 287 101
162 151 -28 287 101
162 153 -32 287 101
162 155 -32 287 101
162 153 -28 287 101
162 155 -28 287 101
163 149 -43 288 103
163 152 -42 287 102
163 155 -42 287 102
163 148 -31 287 103
163 152 -24 286 102
163 149 -20 286 102
164 153 26 282 108
165 150 -49 288 102
165 153 -50 288 102
165 154 -49 288 102
165 161 92 278 106
165 158 97 277 104
165 161 94 277 105
166 150 -42 287 101
166 152 -42 287 101
166 154 -42 287 101
166 150 -39 287 101
166 154 -38 287 101
166 155 -27 286 101
166 153 26 282 107
166 155 86 278 117
166 153 93 277 112
166 155 89 277 116
167 150 -42 287 101
167 152 -42 287 101
167 154 -42 287 101
167 152 -28 287 102
167 149 -28 287 102
167 155 -28 287 102
167 153 26 282 108
